-284.0762634277344,-0.06787124276161194,-34.26163101196289,0.0,0
-284.6742248535156,-0.07623662054538727,-35.87614440917969,1.7218818664550781,1
-285.2628173828125,-0.08446431159973145,-37.48051452636719,3.4309780597686768,2
-285.8295593261719,-0.09238681197166443,-39.06660842895508,5.115475654602051,3
-286.36517333984375,-0.09986665099859238,-40.630165100097656,6.768421649932861,4
-286.86370849609375,-0.10680516809225082,-42.171043395996094,8.38814926147461,5
-287.322998046875,-0.1131426990032196,-43.692237854003906,9.977389335632324,6
-287.74395751953125,-0.11885251104831696,-45.19826889038086,11.54138469696045,7
-288.1300048828125,-0.12393208593130112,-46.69369888305664,13.086055755615234,8
-288.4857482910156,-0.12839479744434357,-48.181915283203125,14.616427421569824,9
-288.8164367675781,-0.1322636604309082,-49.664852142333984,16.136016845703125,10
-289.1266784667969,-0.13556715846061707,-51.1430778503418,17.64667320251465,11
-289.421142578125,-0.13833655416965485,-52.616371154785156,19.14932632446289,12
-289.703369140625,-0.14060381054878235,-54.084251403808594,20.644296646118164,13
-289.9764709472656,-0.14239926636219025,-55.54642868041992,22.131999969482422,14
-290.2427062988281,-0.14374971389770508,-57.003047943115234,23.612974166870117,15
-290.5035400390625,-0.1446765512228012,-58.45479965209961,25.088178634643555,16
-290.76007080078125,-0.14519493281841278,-59.90278625488281,26.558942794799805,17
-291.01300048828125,-0.14531362056732178,-61.348365783691406,28.02669906616211,18
-291.26287841796875,-0.14503620564937592,-62.79302978515625,29.493022918701172,19
-291.50994873046875,-0.14436298608779907,-64.23814392089844,30.959331512451172,20
-291.75439453125,-0.14329372346401215,-65.68482208251953,32.426734924316406,21
-291.9963684082031,-0.14183056354522705,-67.13385772705078,33.89604949951172,22
-292.23583984375,-0.13998058438301086,-68.58570861816406,35.367740631103516,23
-292.4728698730469,-0.13775765895843506,-70.04061126708984,36.84207534790039,24
-293.1825256347656,-0.128389373421669,-74.51898956298828,41.376407623291016,25
-293.4203186035156,-0.12455162405967712,-76.0499496459961,42.92595291137695,26
-293.65753173828125,-0.12078442424535751,-77.5840072631836,44.47846603393555,27
-293.89447021484375,-0.11727293580770493,-79.12108612060547,46.03390884399414,28
-294.131103515625,-0.1140425056219101,-80.66117095947266,47.59227752685547,29
-294.3679504394531,-0.1108921691775322,-82.20421600341797,49.15359878540039,30
-294.6048889160156,-0.10749751329421997,-83.75020599365234,50.71784591674805,31
-294.8420104980469,-0.1035180613398552,-85.29908752441406,52.28499221801758,32
-295.07958984375,-0.09868014603853226,-86.850830078125,53.85501480102539,33
-295.31781005859375,-0.09291950613260269,-88.40538787841797,55.427955627441406,34
-295.55670166015625,-0.08650598675012589,-89.96273803710938,57.003746032714844,35
-295.7963562011719,-0.07998813688755035,-91.52281188964844,58.58234405517578,36
-296.0368347167969,-0.07400773465633392,-93.08560180664062,60.163753509521484,37
-296.27813720703125,-0.0690007209777832,-94.65110778808594,61.74797821044922,38
-296.5202941894531,-0.06500093638896942,-96.21932220458984,63.334991455078125,39
-296.76336669921875,-0.06160182133316994,-97.79025268554688,64.9248046875,40
-297.0072937011719,-0.05815095454454422,-99.3638916015625,66.5174560546875,41
-297.2522277832031,-0.05400269478559494,-100.94021606445312,68.11289978027344,42
-297.49810791015625,-0.04867655038833618,-102.51918029785156,69.71112060546875,43
-297.7449645996094,-0.04206997901201248,-104.10079193115234,71.31208801269531,44
-297.9927673339844,-0.0345713309943676,-105.68501281738281,72.91580200195312,45
-298.241455078125,-0.026962002739310265,-107.27182006835938,74.52218627929688,46
-298.4911193847656,-0.020019294694066048,-108.86119079589844,76.1312484741211,47
-298.74163818359375,-0.014165034517645836,-110.45314025878906,77.74299621582031,48
-298.9931335449219,-0.009344191290438175,-112.04766082763672,79.35742950439453,49
-299.24560546875,-0.005076871253550053,-113.644775390625,80.97457885742188,50
-299.4990539550781,-0.000729165505617857,-115.24445343017578,82.59441375732422,51
-299.7535095214844,0.004198477137833834,-116.84667205810547,84.2169189453125,52
-300.0088806152344,0.010012917220592499,-118.45142364501953,85.84205627441406,53
-300.26519775390625,0.016694780439138412,-120.0586929321289,87.46986389160156,54
