-47.1796,-0.0299,86.0190,0.000212
-47.0495,-0.0299,86.0139,0.000327
-46.9170,-0.0300,86.0088,0.000457
-46.7823,-0.0301,86.0034,0.000578
-46.6462,-0.0302,85.9979,0.000699
-46.5093,-0.0303,85.9915,0.000832
-46.3866,-0.0304,85.9840,0.000944
-46.2473,-0.0306,85.9732,0.001078
-46.1049,-0.0307,85.9592,0.001210
-45.9578,-0.0310,85.9425,0.001351
-45.8071,-0.0312,85.9258,0.001487
-45.6525,-0.0314,85.9101,0.001629
-45.4946,-0.0316,85.8959,0.001774
-45.3342,-0.0318,85.8830,0.001919
-45.1706,-0.0320,85.8703,0.002075
-45.0228,-0.0321,85.8592,0.002207
-44.8534,-0.0323,85.8465,0.002364
-44.6809,-0.0325,85.8336,0.002523
-44.5051,-0.0327,85.8204,0.002683
-44.3258,-0.0330,85.8067,0.002846
-44.1430,-0.0331,85.7927,0.003018
-43.9566,-0.0333,85.7784,0.003184
-43.7665,-0.0336,85.7638,0.003365
-43.5727,-0.0338,85.7489,0.003541
-43.3751,-0.0340,85.7338,0.003728
-43.1737,-0.0342,85.7186,0.003907
-42.9685,-0.0345,85.7030,0.004098
-42.7829,-0.0347,85.6890,0.004269
-42.5703,-0.0350,85.6730,0.004465
-42.3538,-0.0352,85.6568,0.004661
-42.1335,-0.0355,85.6403,0.004862
-41.9091,-0.0357,85.6235,0.005066
-41.6808,-0.0360,85.6064,0.005283
-41.4484,-0.0363,85.5890,0.005493
-41.2122,-0.0365,85.5712,0.005714
-40.9720,-0.0369,85.5529,0.005930
-40.7276,-0.0372,85.5340,0.006155
-40.4790,-0.0375,85.5147,0.006389
-40.2544,-0.0377,85.4970,0.006594
-39.9977,-0.0381,85.4769,0.006835
-39.7367,-0.0384,85.4564,0.007075
-39.4713,-0.0388,85.4358,0.007315
-39.2016,-0.0391,85.4149,0.007569
-38.9275,-0.0395,85.3937,0.007814
-38.6489,-0.0399,85.3722,0.008074
-38.3658,-0.0402,85.3504,0.008333
-38.0782,-0.0406,85.3284,0.008600
-37.7862,-0.0410,85.3060,0.008868
-37.4895,-0.0414,85.2834,0.009145
-37.1885,-0.0417,85.2605,0.009419
-36.8830,-0.0422,85.2373,0.009699
-36.6078,-0.0426,85.2164,0.009949
-36.2941,-0.0429,85.1926,0.010244
-35.9762,-0.0434,85.1685,0.010539
-35.6543,-0.0439,85.1439,0.010833
-35.3286,-0.0443,85.1186,0.011128
-34.9988,-0.0448,85.0921,0.011441
-34.6650,-0.0454,85.0642,0.011739
-34.3273,-0.0459,85.0351,0.012051
-33.9859,-0.0465,85.0046,0.012371
-33.6404,-0.0471,84.9727,0.012691
-33.2912,-0.0477,84.9392,0.013014
-32.9775,-0.0483,84.9082,0.013303
-32.5809,-0.0491,84.8677,0.013665
-32.2603,-0.0497,84.8339,0.013968
-31.8961,-0.0505,84.7944,0.014301
-31.5276,-0.0513,84.7531,0.014644
-31.1551,-0.0521,84.7104,0.014984
-30.7787,-0.0530,84.6667,0.015331
-30.3985,-0.0539,84.6221,0.015686
-30.0145,-0.0548,84.5767,0.016036
-29.6268,-0.0558,84.5306,0.016391
-29.2356,-0.0568,84.4836,0.016755
-28.8410,-0.0577,84.4360,0.017119
-28.4432,-0.0588,84.3878,0.017484
-28.0448,-0.0598,84.3393,0.017849
-27.6469,-0.0609,84.2907,0.018211
-27.2490,-0.0620,84.2420,0.018583
-26.8954,-0.0629,84.1986,0.018906
-26.4973,-0.0640,84.1497,0.019267
-26.0944,-0.0652,84.1000,0.019642
-25.6893,-0.0663,84.0499,0.020010
-25.2849,-0.0674,83.9998,0.020377
-24.8812,-0.0687,83.9496,0.020753
-24.4783,-0.0700,83.8992,0.021122
-24.0759,-0.0713,83.8486,0.021492
-23.6738,-0.0725,83.7978,0.021862
-23.3168,-0.0735,83.7526,0.022189
-22.9155,-0.0748,83.7018,0.022560
-22.5147,-0.0762,83.6508,0.022927
-22.1146,-0.0775,83.5999,0.023295
-21.7152,-0.0789,83.5489,0.023657
-21.3164,-0.0801,83.4980,0.024023
-20.9182,-0.0814,83.4472,0.024386
-20.5205,-0.0829,83.3963,0.024754
-20.1234,-0.0843,83.3454,0.025122
-19.7268,-0.0858,83.2945,0.025479
-19.3309,-0.0871,83.2434,0.025845
-18.9797,-0.0883,83.1978,0.026168
-18.5851,-0.0898,83.1460,0.026535
-18.1914,-0.0914,83.0938,0.026891
-17.7984,-0.0929,83.0411,0.027253
-17.4060,-0.0944,82.9879,0.027611
-17.0143,-0.0959,82.9344,0.027972
-16.6230,-0.0976,82.8802,0.028338
-16.2322,-0.0992,82.8258,0.028697
-15.8419,-0.1009,82.7712,0.029056
-15.4952,-0.1023,82.7226,0.029374
-15.1060,-0.1039,82.6680,0.029733
-14.7171,-0.1057,82.6130,0.030092
-14.3289,-0.1075,82.5578,0.030455
-13.9412,-0.1093,82.5026,0.030810
-13.5540,-0.1109,82.4471,0.031179
-13.1676,-0.1127,82.3917,0.031712
-12.7823,-0.1146,82.3358,0.032048
-12.3980,-0.1165,82.2791,0.032260
-10.5333,-0.1265,81.9795,0.034030
-10.1537,-0.1287,81.9143,0.034336
-9.7746,-0.1308,81.8490,0.034635
-9.3958,-0.1332,81.7830,0.036337
-7.9271,-0.1425,81.5218,0.036377
-7.5505,-0.1450,81.4537,0.036616
-7.1744,-0.1475,81.3853,0.037035
-6.7988,-0.1501,81.3169,0.037539
-6.4236,-0.1526,81.2486,0.037885
-6.0490,-0.1552,81.1799,0.038245
-5.6749,-0.1578,81.1112,0.038596
-5.3012,-0.1604,81.0424,0.038950
-4.9695,-0.1627,80.9815,0.039265
-4.5970,-0.1654,80.9127,0.039621
-4.2261,-0.1681,80.8438,0.039974
-3.8578,-0.1709,80.7739,0.040323
-3.4920,-0.1736,80.7013,0.040678
-3.1293,-0.1767,80.6243,0.041023
-2.7701,-0.1801,80.5425,0.041377
-2.4149,-0.1836,80.4552,0.041725
