172.3897,0.0100,-280.3665,0.000000
172.6956,0.0100,-280.3741,0.000119
173.1397,0.0100,-280.3852,0.000287
173.4486,0.0100,-280.3931,0.000404
173.7588,0.0100,-280.4011,0.000524
174.1048,0.0100,-280.4100,0.000655
174.4175,0.0100,-280.4182,0.000771
174.7314,0.0100,-280.4265,0.000894
175.0114,0.0100,-280.4340,0.001000
175.3276,0.0100,-280.4425,0.001122
175.6450,0.0100,-280.4511,0.001242
175.9636,0.0100,-280.4599,0.001364
176.2834,0.0100,-280.4687,0.001484
176.5686,0.0100,-280.4767,0.001594
176.8907,0.0100,-280.4857,0.001719
177.2140,0.0100,-280.4948,0.001840
177.5746,0.0100,-280.5052,0.001975
177.9003,0.0100,-280.5146,0.002103
178.2273,0.0100,-280.5240,0.002225
178.5555,0.0100,-280.5336,0.002349
178.8849,0.0100,-280.5432,0.002473
179.1787,0.0100,-280.5519,0.002586
179.5104,0.0100,-280.5618,0.002711
179.8062,0.0100,-280.5706,0.002826
180.1401,0.0100,-280.5807,0.002949
180.4379,0.0100,-280.5897,0.003068
180.7741,0.0100,-280.5998,0.003193
181.1490,0.0100,-280.6114,0.003334
181.4877,0.0100,-280.6218,0.003461
181.8276,0.0100,-280.6323,0.003594
182.1307,0.0100,-280.6418,0.003711
182.4728,0.0100,-280.6525,0.003841
182.8161,0.0100,-280.6633,0.003970
183.1606,0.0100,-280.6742,0.004104
183.6218,0.0100,-280.6889,0.004274
183.9691,0.0100,-280.7000,0.004408
184.3175,0.0100,-280.7113,0.004547
184.6283,0.0100,-280.7213,0.004659
184.9399,0.0100,-280.7314,0.004777
185.4484,0.0100,-280.7481,0.004971
185.7626,0.0100,-280.7585,0.005092
186.1171,0.0100,-280.7702,0.005229
186.4727,0.0100,-280.7820,0.005364
186.8297,0.0100,-280.7939,0.005497
187.1877,0.0100,-280.8059,0.005640
187.5070,0.0100,-280.8166,0.005758
187.9475,0.0100,-280.8314,0.005925
188.2691,0.0100,-280.8422,0.006048
188.6319,0.0100,-280.8544,0.006192
188.9959,0.0100,-280.8667,0.006329
189.3611,0.0100,-280.8790,0.006466
189.7275,0.0100,-280.8914,0.006611
190.1360,0.0100,-280.9052,0.006765
190.6282,0.0100,-280.9219,0.006950
190.9987,0.0100,-280.9345,0.007094
191.4117,0.0100,-280.9485,0.007252
191.8262,0.0100,-280.9626,0.007409
192.2005,0.0100,-280.9753,0.007553
192.6179,0.0100,-280.9896,0.007714
192.9527,0.0100,-281.0011,0.007842
193.3306,0.0100,-281.0140,0.007986
193.6675,0.0100,-281.0255,0.008118
194.0476,0.0100,-281.0384,0.008264
194.4289,0.0100,-281.0515,0.008405
194.7689,0.0100,-281.0632,0.008539
195.1524,0.0100,-281.0764,0.008689
195.5372,0.0100,-281.0896,0.008833
195.9231,0.0100,-281.1028,0.008982
