
2.4386592651094676,-1.1290238106824328

1.350707028522089,-2.806579876932699

0.2627802082610689,-4.484153948835031

-0.8251210352649869,-6.161745391604567

-1.912996541647472,-7.8393535704564465

-3.0008465345565014,-9.516978423408224

-4.088671283433062,-11.19461950867052

-5.176471100945637,-12.87227599971651

-6.264246685157348,-14.549947644649468

-7.351998734131317,-16.227634191572665

-8.439728634281176,-17.905336450606683

-9.527436280930724,-19.58305293325751

-10.615122255406096,-21.260783209364472

-11.702787140132694,-22.938526850462402

-12.790431857205766,-24.616283955574836

-13.878056968470126,-26.294054149919415

-14.96566266587582,-27.971836570459338

-16.053249484200688,-29.649630886603557

-17.1408179582226,-31.32743676776102

-18.22836927271072,-33.005254910436456

-19.315903239142404,-34.68308399066291

-20.40342031466671,-36.36092370531289

-21.490920958486605,-38.03877375442758

-22.57840595035946,-39.71663433521689

-23.66587572668771,-41.39450517573428

-24.75333036527052,-43.07238551191192

-25.840770269413063,-44.750275084602755

-26.9281958424205,-46.42817363465972

-28.01560811163118,-48.10608188389611

-29.103006808664478,-49.78399862802048

-30.190392283085135,-51.461923634780085

-31.277764887392586,-53.139856676450485

-32.365125282228654,-54.817798002734506

-33.4524738053081,-56.49574741030505

-34.539810450979665,-58.173704211866465

-35.62713552840147,-59.85166820795873

-36.71444934673163,-61.52963919912178

-37.80175282135476,-63.20761793497506

-38.88904562140294,-64.88560329693907

-39.97632801445168,-66.5635951039828

-41.063600271858256,-68.24159318091137

-42.15086296474682,-69.91959781660776

-43.23811635662007,-71.59760885932799

-44.32536037789526,-73.2756256779913

-45.41259526710097,-74.95364811859105

-46.49982126276579,-76.63167602712052

-47.58703919770094,-78.30971017700588

-48.67424869235648,-79.98774951224675

-49.76144995202759,-81.6657938901676

-50.848643186623626,-83.3438431752145

-51.93582889996146,-85.02189768656027

-53.0230072996661,-86.69995731213506

-54.11017826675434,-88.37802146223028

-55.19734198615517,-90.05609001741617

-56.28449864279755,-91.73416285826305

-57.371649007523736,-93.41224077749085

-58.45879266313364,-95.09032276590132

-59.545929767270415,-96.7684087097797

-60.633060483016074,-98.4464985038065

