3.4374533193377834,3.304863516090852,-5.326624992861709,-5.795075348408981

-3.0273060871729784,9.565939222305907,-11.82542694784296,0.4338294128010425

-9.491348478221543,15.827976638381465,-18.323286697410772,6.663481333408097

-15.954823313634556,22.090824023039612,-24.820351298558617,12.89372596192769

-22.41789387851759,28.35431522766589,-31.31676894796806,19.124407597772308

-28.88070238857249,34.618305901022204,-37.81270162488494,25.355356187470466

-35.34355026471233,40.882486541523214,-44.30789414480783,31.586834210703643

-41.806374847665566,47.1469251441641,-50.803232230798805,37.81792100249127

-48.269356707472426,53.41143741176438,-57.29862784040237,44.04870567071079

-54.732677090805815,59.675838320756206,-63.79411970636627,50.27914577372469

-61.1964872501085,65.9399739202118,-70.28985263105747,56.50908885073615

-67.66093764516246,72.20369105708254,-76.78598199388243,62.73837144796762

-74.1261722422054,78.46684329764193,-83.28264573801613,68.96684817876172

-80.59233814402081,84.72928094870119,-89.77998836647554,75.19436684712981

-87.05958350425567,90.99085322726403,-96.2781554471911,81.42077415277276

-93.52809557096106,97.25136875761856,-102.77664918867168,87.64658494290941

-99.9979581062185,103.51074362767851,-109.27690648399005,93.8703051576926

-106.46937600332639,109.76876815237881,-115.77846533336447,100.09241222223807

-112.94271925002674,116.02506086197448,-122.28141760034781,106.31280869672044

-119.41804628441609,122.279563979162,-128.78592784780386,112.53132164394978

-125.89491591968917,128.53274016370887,-135.29213437929613,118.7478054688999

-132.37390854998432,134.78398929319803,-141.80019031717023,124.9620992071654

-138.85517493553036,141.03315811562447,-148.31024360300438,131.17404733403734

-145.34640507142052,147.2722258571884,-154.8182435781094,137.38787583793038

-151.85039419483252,153.49825768651763,-161.3181032605289,143.6099522175644

-158.32873325696147,159.75137953692203,-167.79205686502812,149.8588770077837

-164.8100723503929,166.00169930710834,-174.26875416484262,156.1047584498031

-171.29415347103887,172.24949358290542,-180.74793682521815,162.3478734986847

-177.7900962276404,178.4852087316918,-187.23872408330212,168.5786688894859

-184.3366660674055,184.6681334756389,-193.77988108502532,174.7564338165996

-190.8943222698139,190.83965348861315,-200.3318664642393,180.92255413556305

-197.45539466782884,197.00780721886602,-206.88701061310022,187.08506966006186

-204.01864281966652,203.17390334540087,-213.4440690697101,193.24528612017815

-210.56964617446658,209.35314316177497,-219.9886342842569,199.41841805296454

-217.1211650746344,215.53216682061617,-226.53341595778366,205.59105856687225

-223.67680976386967,221.70698814553373,-233.0822112865981,211.75939938260942

-230.23077082067175,227.8844532787963,-239.62851040649545,217.92962577265425

-236.76959702233353,234.07623108800598,-246.16152900704446,224.11592418537674

-243.27690107862986,240.2606977906935,-252.70218707527025,230.3319474221157

-245.4308439966573,242.32116705464088,-254.88258974313393,232.41760192162133

-247.57128615866569,244.38633158832772,-257.0575140164297,234.51579051751594

-249.69942120304148,246.45779406051327,-259.224846341763,236.62507439977787

